smiles,solvent,Ex (nm),Em (nm),ST (nm),QY,¦Å (cm-1M-1),Log(¦Å)
CC(C)N1/C(=C/C2=C([O-])/C(=C\C3=[N+](C(C)C)c4ccccc4C3(C)C)C2=C2C(=O)c3ccccc3C2=O)C(C)(C)c2ccccc21,C(Cl)Cl,678,,,,,
CC(C)N1/C(=C/C2=C([O-])/C(=C\C3=[N+](C(C)C)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,C(Cl)Cl,637,,,,,
CC(C)N1/C(=C/C2=C([O-])C(=C\C3=[N+](C(C)C)c4ccccc4C3(C)C)/C2=C2/C(=O)c3ccccc3C2=C(CN)CN)C(C)(C)c2ccccc21,C(Cl)Cl,657,,,,,
CC(C)n1c(=O)c2cc3ccc4cccc5ccc(c2c1=O)c3c45,C(Cl)(Cl)Cl,427,457,30,0.49,,
CC(C)n1c2cc(O)c(F)cc2c(=O)c2cc(F)c(O)cc21,CCO,379,438,59,,,
CC(C)n1nc(CCC(=O)c2ccc3cc(N(C)C)ccc3c2)c2c(N)ncnc21,O,375,528,153,0.06,26670,4.426
CC(C)n1nc(CCC(=O)c2ccc3cc(N(C)C)ccc3c2)c2c(N)ncnc21,CC#N,360,475,115,0.67,27780,4.4437
CC(C)n1nc(CCC(=O)c2ccc3cc(N(C)C)ccc3c2)c2c(N)ncnc21,CC1=CC=CC=C1,360,432,72,0.74,27780,4.4437
CC(C)n1nc(CCc2ccc3cc(N(C)C)ccc3c2)c2c(N)ncnc21,CC#N,348,456,108,0.71,28740,4.4585
CC(C)n1nc(CCc2ccc3cc(N(C)C)ccc3c2)c2c(N)ncnc21,CC1=CC=CC=C1,349,413,64,0.71,28650,4.4571
CC(C)NC(=O)c1ccc(N(C)C)cc1,CC#N,300,,,,,
CC(C)Nc1cc(F)c(C(=O)c2cc(F)c(NC(C)C)cc2F)cc1F,CCO,357,,,,,
CC(C)Nc1cc2c(cc1F)c(=O)c1cc(F)c(NC(C)C)cc1n2C,CCO,377,421,44,0.31,56700,4.7536
CC(C)Nc1cc2c(cc1F)c(=O)c1cc(F)c(NC(C)C)cc1n2C(C)C,CCO,376,423,47,0.32,36800,4.5658
CC(C)Nc1cc2oc3cc(NC(C)C)c(F)cc3c(=O)c2cc1F,CCO,370,422,52,0.41,36200,4.5587
CC(C)Nc1cc2sc3cc(NC(C)C)c(F)cc3c(=O)c2cc1F,CCO,377,446,69,,,
CC(C)Oc1ccc(CCc2cc3ccccc3oc2=O)cc1,CC#N,356,464,108,0.43,28700,4.4579
CC(C)Oc1ccc(CCc2ccc3ccc(=O)oc3c2)cc1,CC#N,310,470,160,0.034,25900,4.4133
CC(C)OP(=O)(Oc1ccccc1C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21)OC(C)C,C(Cl)Cl,505,,,,19800,4.2967
CC(c1ccccc1)c1nn(-c2ccccc2)nc1-c1ccccc1,CO,285,342,57,0.3,35090,4.5452
CC(Cc1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc2c1sc1c3sc(-c4ccc(/C=C(\CN)C(=O)O)s4)c(CC(C)CC(C)(C)C)c3sc21)CC(C)(C)C,C1=CC=C(C(=C1)Cl)Cl,485,,,0.72,,
CC(Cc1ccccc1)NC(CN)c1ccccc1,CCO,495,,,,,
CC(CO)N1Cc2c(-c3ccc(N(C)C)cc3)c3cc(-c4ccccc4)ccn3c2C1=O,C(Cl)Cl,403,530,127,0.21,24810,4.3946
CC(CO)N1Cc2c(-c3ccccc3)c3cc(-c4ccccc4)ccn3c2C1=O,C(Cl)Cl,350,490,140,0.83,28570,4.4559
CC(CO)N1Cc2c(-c3ccccc3)c3cc(CN)ccn3c2C1=O,C(Cl)Cl,388,497,109,0.65,25770,4.4111
CC(CO)N1Cc2c(-c3ccccc3)c3ccccn3c2C1=O,C(Cl)Cl,298,420,122,0.57,33560,4.5258
CC(CO)N1Cc2c(-c3cccs3)c3cc(CN)ccn3c2C1=O,C(Cl)Cl,398,529,131,0.15,25130,4.4002
CC(CO)N1Cc2c(-c3cccs3)c3ccccn3c2C1=O,C(Cl)Cl,322,481,159,0.08,31060,4.4922
CC(N)=O,O,220,,,,,
CC(NC(=O)OC(C)(C)C)C(=O)OCc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCO,437,443,6,0.88,24547,4.39
CC(O)=CC(=O)C=CC1=C(C)C2=C(c3ccccc3)c3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,C(Cl)Cl,538,,,,18590,4.2693
CC(O)=CC(=O)C=CC1=C(C)C2=C(c3ccccc3)c3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,CC#N,529,,,,18900,4.2765
CC(O)=CC(=O)C=CC1=C(C)C2=C(c3ccccc3)c3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,CO,534,,,,18730,4.2725
CC(O)=CC(=O)C=CC1=C(C)C2=C(c3ccccc3)c3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,CCO,535,,,,18690,4.2716
CC(O)=CC(=O)C=CC1=C(C)C2=C(c3ccccc3)c3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,CCOC(=O)C,535,,,,18690,4.2716
CC(O)=CC(=O)C=CC1=C(C)C2=C(c3ccccc3)c3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,537,,,,18620,4.27
CC(O)=CC(=O)C=CC1=C(C)C2=C(c3ccccc3)c3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,537,,,,18620,4.27
CC(O)=CC(=O)C=CC1=C(C)C2=C(c3ccccc3)c3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,CC1=CC=CC=C1,542,,,,18450,4.266
CC(O)CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,C1CCOC1,356,585,229,0.11,,
CC(O)CC1=N/C(=C\c2cccc(N(C)C)c2)C(=O)N1C,CC#N,355,642,287,0.03,,
CC(Oc1ccccc1)C(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(=O)C,430,562,132,0.12,23260,4.3666
CC/[NH+]=c1/cc2oc3c(ccc4cc(O)ccc43)c(-c3ccccc3C(=O)O)c-2cc1C,O,522,552,30,0.481,19160,4.2824
CC/[NH+]=c1/cc2oc3cc4c(cc3c(-c3ccccc3C(=O)[O-])c-2cc1C)N(CC)C1CCCCC1N4CC,CCO,570,646,76,0.31,17540,4.244
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NC(C(=O)OC)C(C)C)c4ccccc4c3nc-2cc1C,CCO,590,644,54,0.4,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NC(C(=O)OC)C(C)C)c4ccccc4c3nc-2cc1C,O,580,653,73,0.26,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NC(C(=O)OC)c4ccccc4)c4ccccc4c3nc-2cc1C,CCO,580,644,64,0.45,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NC(C(=O)OC)c4ccccc4)c4ccccc4c3nc-2cc1C,O,590,657,67,0.4,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NC(C)C(=O)OC)c4ccccc4c3nc-2cc1C,CCO,590,644,54,0.39,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NC(CCC(=O)OC)C(=O)OC)c4ccccc4c3nc-2cc1C,CCO,600,644,44,0.48,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NC(CCC(=O)OC)C(=O)OC)c4ccccc4c3nc-2cc1C,O,600,652,52,0.16,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NCC(=O)OC)c4ccccc4c3nc-2cc1C,CCO,600,644,44,0.37,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NCC(=O)OC)c4ccccc4c3nc-2cc1C,O,590,652,62,0.45,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NCCCCC(NC(C)=O)C(=O)OC)c4ccccc4c3nc-2cc1C,CCO,590,645,55,0.32,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)NCCCCC(NC(C)=O)C(=O)OC)c4ccccc4c3nc-2cc1C,O,590,654,64,0.46,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)O)c4ccccc4c3nc-2cc1C,CCO,590,644,54,0.44,,
CC/[NH+]=c1\cc2oc3cc(NCCC(=O)O)c4ccccc4c3nc-2cc1C,O,580,652,72,0.28,,
CC/[NH+]=c1\cc2oc3cc(NCCN)c4ccccc4c3nc-2cc1C,CCO,590,647,57,0.27,,
CC/[NH+]=c1\cc2oc3cc(NCCN)c4ccccc4c3nc-2cc1C,O,590,647,57,0.18,,
CC/[NH+]=c1\cc2oc3cc(NCCNC(=O)C(NC(=O)OC(C)(C)C)C(C)C)c4ccccc4c3nc-2cc1C,CCO,590,653,63,0.35,,
CC/[NH+]=c1\cc2oc3cc(NCCNC(=O)C(NC(=O)OC(C)(C)C)C(C)C)c4ccccc4c3nc-2cc1C,O,590,653,63,0.48,,
CC/[NH+]=c1\cc2oc3cc(NCCO)c4ccccc4c3nc-2cc1C,CCO,590,643,53,0.49,,
CC/[NH+]=c1\cc2oc3cc(NCCO)c4ccccc4c3nc-2cc1C,O,590,651,61,0.36,,
CC/[NH+]=c1\cc2oc3cc(NCCOC(=O)C(NC(=O)OC(C)(C)C)C(C)C)c4ccccc4c3nc-2cc1C,CCO,590,652,62,0.32,,
CC/[NH+]=c1\cc2oc3cc(NCCOC(=O)C(NC(=O)OC(C)(C)C)C(C)C)c4ccccc4c3nc-2cc1C,O,590,652,62,0.26,,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CO,313,,,,,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCOCC,314,,,,,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCO,314,,,,,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,CCCCCC,314,,,,,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,C1COCCO1,317,,,,,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,C(Cl)(Cl)Cl,320,,,,,
CC/C=C/C=C/C=C/C=C/CCCCCCCC(=O)O,C1CCCCC1,320,,,,,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CO,319,,,,,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCOCC,319,,,,,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCO,319,,,,,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,CCCCCC,319,,,,,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,C1COCCO1,323,,,,,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,C(Cl)(Cl)Cl,325,,,,,
CC/C=C\C=C\C=C\C=C/CCCCCCCC(=O)O,C1CCCCC1,325,,,,,
CC/C=N\Nc1ccc2n1[B-](F)(F)[N+]1=C(Cl)C=CC1=C2c1ccccc1,C1COCCO1,513,,,,19490,4.2898
CC/C=N\Nc1ccc2n1[B-](F)(F)[N+]1=C(Cl)C=CC1=C2c1ccccc1,CO,502,,,,19920,4.2993
CC[B-]1(CC)c2cccc3c4c5c(cccc5c(c23)-c2cccc(C)[n+]21)[B-](CC)(CC)[n+]1c(C)cccc1-4,C(Cl)Cl,538,620,82,0.53,13300,4.1239
CC[B-]1(CC)c2cccc3cc4ccccc4c(c23)-c2cccc(C)[n+]21,C(Cl)Cl,453,538,85,0.202,10600,4.0253
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)CC,CN(C)C=O,498,,,,,
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@@H](N)C(C)C)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)CC,CN(C)C=O,502,,,,,
CC[C@H](C)[C@H](Nc1c(C(C)=O)c(=O)oc2cc(N(C)C)ccc12)C(=O)O,C(Cl)Cl,371,445,74,0.0031,,
CC[C@H](C)COc1ccc(C2=C3C(C)=C(c4ccc5ccc6cccc7ccc4c5c67)C(C)=[N+]3[B-](F)(F)n3c(C)c(-c4ccc5ccc6cccc7ccc4c5c67)c(C)c32)cc1,C(Cl)Cl,530,585,55,0.5,,
CC[C@H](O)CCCCCCCCCCCCc1cn(CC2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)nn1,CO,521,,,,19190,4.2831
CC[N+](C)(CC)c1ccc(C=Cc2ccn3cc(-c4ccc(OC)cc4)[n+](C)c3c2)cc1,CO,359,,,,38019,4.58
CC[N+](C)(CC)c1ccc(C=Cc2ccn3cc(-c4ccccc4)[n+](C)c3c2)cc1,CO,352,,,,45709,4.66
CC[N+](C)(CC)c1ccc(C2=C(Br)C(c3ccc(OC)cc3)=[N+]3C2=Nc2c(-c4ccc([N+](C)(CC)CC)cc4)c(Br)c(-c4ccc(OC)cc4)n2[B-]3(F)F)cc1,C(Cl)(Cl)Cl,681,,,,,
CC[N+](C)(CC)c1ccc(C2=CC(c3ccc(OC)cc3)=[N+]3C2=Nc2c(-c4ccc([N+](C)(CC)CC)cc4)cc(-c4ccc(OC)cc4)n2[B-]3(F)F)cc1,C(Cl)(Cl)Cl,702,,,,,
CC[N+](CC)=C1C=CC(=C/C=C2/C=C(c3ccccc3C(=O)O)c3cc4c5c(c3O2)CCCN5CCC4)C=C1,CCO,680,,,,,
CC[N+](CC)=c1ccc2c(C(F)(F)F)c3c(oc-2c1)-c1ccc(N(C)C)cc1CC3,C(Cl)Cl,684,713,29,0.336,97100,4.9872
CC[N+](CC)=c1ccc2c(C(F)(F)F)c3c(oc-2c1)-c1ccc(N(C)C)cc1CC3,O,672,716,44,0.039,47100,4.673
CC[N+](CC)=c1ccc2c(C(F)(F)F)c3oc4cc(N)ccc4c3oc-2c1,C(Cl)Cl,658,695,37,0.157,92875,4.9679
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4c5c6c(cc4c3oc-2c1)CCCN6CCC5,C(Cl)(Cl)Cl,623,664,41,0.09,75000,4.8751
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc(N(c5ccccc5)c5ccccc5)ccc4c3oc-2c1,C(Cl)(Cl)Cl,610,678,68,,16390,4.2146
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,C(Cl)(Cl)Cl,610,647,37,0.27,76600,4.8842
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,CCO,598,651,53,0.05,64800,4.8116
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,O,601,658,57,,44800,4.6513
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3cc4c(-c5ccccc5C(=O)O)c5ccc(=[N+](CC)CC)cc-5oc4cc3oc-2c1,C(Cl)(Cl)Cl,598,622,24,0.17,128650,5.1094
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3cc4c(cc3oc-2c1)N1CCCC1CN4C,O,575,,,,,
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3oc4cc(N)ccc4c3oc-2c1,CCO,572,622,50,0.778,113400,5.0546
CC[N+](CC)=c1ccc2cc3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,C(Cl)Cl,618,648,30,0.265,80800,4.9074
CC[N+](CC)=c1ccc2cc3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,O,598,658,60,0.009,39000,4.5911
CC[N+](CC)=c1ccc2cc3c(oc-2c1)-c1ccc(N(C)C)cc1CC3,CCO,612,644,32,0.618,78200,4.8932
CC[N+](CC)=c1ccc2cc3c(oc-2c1)-c1ccc(N(C)C)cc1CC3,O,604,641,37,0.282,65500,4.8162
CC[N+](CC)=c1ccc2cc3oc4cc(N)ccc4c3oc-2c1,C(Cl)Cl,597,623,26,0.717,89400,4.9513
CC[N+](CC)=c1ccc2cc3oc4cc(N)ccc4c3oc-2c1,CCO,588,629,41,0.584,78800,4.8965
CC[N+](CC)=c1ccc2nc3c(cc(NCCC(=O)NC(C)C(=O)OC)c4ccccc43)oc-2c1,CCO,600,672,72,0.18,,
CC[N+](CC)=c1ccc2nc3c(cc(NCCC(=O)NC(C)C(=O)OC)c4ccccc43)oc-2c1,O,580,684,104,0.13,,
CC[N+]1(CC)CN2C(=N1)C(C(=O)[O-])=Cc1ccccc12,CN(C)C=O,378,464,86,0.05,3651,3.5624
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1c(OC)ccc(OC)c12,O,368,515,147,0.018,4886,3.689
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)c(C)cc12,O,378,466,88,0.525,5854,3.7675
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)ccc12,O,379,469,90,0.269,4680,3.6702
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Cl)ccc12,O,377,472,95,0.352,4486,3.6519
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(F)ccc12,O,375,474,99,0.344,5083,3.7061
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(OC)ccc12,O,394,491,97,0.509,3720,3.5705
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Oc3ccccc3)ccc12,O,387,485,98,0.592,3742,3.5731
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(SC)ccc12,O,397,515,118,0.308,4000,3.6021
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(C)cc12,O,370,457,87,0.617,3796,3.5793
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(Cl)cc12,O,367,459,92,0.507,5972,3.7761
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccccc12,CN(C)C=O,361,463,102,0.006,5731,3.7582
CC[N+]1(CC)CN2C(C)=CC(C)=C(C(=O)O)C2=N1,CN(C)C=O,346,449,103,0.056,1119,3.0488
CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,747,769,22,0.28,239000,5.3784
CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CO,749,773,24,0.52,253000,5.4031
CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,745,769,24,0.19,76000,4.8808
CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,CO,751,775,24,0.38,96000,4.9823
CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2c1ccc1c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc21,O,761,,,,,
CC[N+]1=C(/C=C/C=C/C=C2/Nc3ccc(CC(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,645,,,,,
CC[N+]1=C(/C=C/c2c(C)nn3c(-c4ccc(OC)cc4)ccnc23)C(C)(C)c2ccccc21,CCO,478,534,56,0.37,56200,4.7497
CC[N+]1=C(/C=C/c2c(C)nn3c(-c4ccc(OC)cc4)ccnc23)C(C)(C)c2ccccc21,O,464,525,61,0.42,41400,4.617
CC[N+]1=C(/C=C/c2cc(C)cc(-c3nc4ccccc4o3)c2O)C(C)(C)c2ccccc21,CCO,443,,,,,
CC[N+]1=C(/C=C/c2cc(C)cc(-c3nc4ccccc4o3)c2O)C(C)(C)c2ccccc21,C1CCOC1,443,,,,,
CC[N+]1=C(/C=C/c2cc(C)cc(-c3nc4ccccc4o3)c2O)C(C)(C)c2ccccc21,CS(=O)C,432,,,,,
CC[N+]1=C(/C=C/c2cc(C)cc(-c3nc4ccccc4o3)c2O)C(C)(C)c2ccccc21,CO,443,,,,,
CC[N+]1=C(/C=C/c2cc3cc(C(C)(C)C)cc4ccc5cc(C(C)(C)C)cc2c5c43)C(C)(C)c2ccccc21,O,541,,,,11600,4.0645
CC[N+]1=C(/C=C/c2cc3cccc4ccc5cccc2c5c43)C(C)(C)c2ccccc21,C1CCOC1,504,672,168,0.014,8800,3.9445
CC[N+]1=C(/C=C/c2cc3cccc4ccc5cccc2c5c43)C(C)(C)c2ccccc21,CC#N,482,672,190,0.016,14800,4.1703
CC[N+]1=C(/C=C/c2cc3cccc4ccc5cccc2c5c43)C(C)(C)c2ccccc21,CS(=O)C,478,680,202,0.013,8600,3.9345
CC[N+]1=C(/C=C/c2cc3cccc4ccc5cccc2c5c43)C(C)(C)c2ccccc21,O,476,670,194,,10100,4.0043
CC[N+]1=C(/C=C/c2ccc3ccc4cccc5ccc2c3c45)C(C)(C)c2ccccc21,C1CCOC1,520,626,106,0.008,39700,4.5988
CC[N+]1=C(/C=C/c2ccc3ccc4cccc5ccc2c3c45)C(C)(C)c2ccccc21,CS(=O)C,506,635,129,0.01,35300,4.5478
CC[N+]1=C(/C=C/c2ccc3ccc4cccc5ccc2c3c45)C(C)(C)c2ccccc21,O,504,616,112,,14600,4.1644
CC[N+]1=C(/C=C2/C(=O)C(c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)s3)=C2[O-])Cc2cc(C(=O)O)ccc21,C(Cl)Cl,637,655,18,0.64,,
CC[N+]1=C(/C=C2/C(=O)C(c3ccc(-n4c5ccccc5c5ccccc54)s3)=C2[O-])Cc2cc(C(=O)O)ccc21,C(Cl)Cl,605,666,61,0.65,,
CC[N+]1=C(C=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,554,566,12,,18050,4.2565
CC[N+]1=C(C=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)cc4c3C2(C)C)C(C)(C)c2c1ccc1c(S(=O)(=O)O)cc(S(=O)(=O)[O-])cc21,O,576,589,13,,17360,4.2395
CC[N+]1=C(C=CC=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,647,665,18,,15460,4.1892
CC[N+]1=C(C=CC=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc4c3C2(C)C)C(C)(C)c2c1ccc1c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc21,O,672,692,20,,14880,4.1726
CC[N+]1=C(C=CC=CC=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,753,775,22,,13280,4.1232
CC[N+]1=c2cc3c(cc2C(C)=CC1(C)C)=Cc1ccc(N(C)C)cc1C3(C)C,CCO,634,658,24,0.62,15770,4.1978
CC[N+]1=c2cc3c(cc2C(C)=CC1(C)C)=Nc1cc2c(cc1O3)N(CCCC(=O)O)C(C)(C)C=C2CS(=O)(=O)O,O,699,719,20,,14310,4.1556
CC[N+]1=c2cc3c(cc2C(C)=CC1(C)C)=Nc1cc2c(cc1O3)N(CCCC(=O)O)CCC2,O,664,682,18,,15060,4.1778
CC[N+]1=c2cc3c(cc2C(CS(=O)(=O)O)=CC1(C)C)=Cc1cc2c(cc1C3(C)C)N(CCCC(=O)O)C(C)(C)CC2C,O,644,670,26,,15530,4.1912
CC[N+]1=c2cc3c(cc2CC1)=Cc1ccc(N(C)C)cc1C3(C)C,CCO,617,641,24,0.77,16210,4.2098
CC[N+]1=c2cc3c(cc2CC1)=Nc1ccc(N)cc1O3,CCO,612,642,30,,16340,4.2133
CC[N+]1=c2cc3c(cc2CCC1)=Cc1ccc(N(C)C)cc1C3(C)C,CCO,616,640,24,0.75,16230,4.2103
CC[N+]1=c2cc3c(cc2CCC1)=Nc1cc2c(cc1O3)N(CCCC(=O)O)C(C)(C)C=C2CS(=O)(=O)O,O,680,700,20,,14710,4.1676
CC[N+]1=c2cc3c(cc2CCC1)=Nc1cc2c(cc1O3)N(CCCC(=O)O)C(C)(C)CC2CS(=O)(=O)O,O,663,683,20,,15080,4.1784
CC[N+]1=c2cc3c(cc2CCC1)=Nc1cc2c(cc1O3)N(CCCC(=O)O)CCC2,O,662,676,14,,15110,4.1793
CC[n+]1c(/C=C/C=C/c2ccc(N(C)C)cc2)sc2ccccc21,C(Cl)Cl,620,,,,,
CC[n+]1c(/C=C/c2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,C(Cl)(Cl)Cl,594,,,,,
CC[n+]1c(/C=C/c2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,CC(=O)C,591,,,,,
CC[n+]1c(/C=C/c2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,C1CCOC1,607,,,,,
